cid,community_name,county,initial_fhbm_date,initial_firm_date,current_map_date,regular_emergency_program_date,is_tribal,fips,duns,is_csc,csc_level,crs_member,crs_community_number,crs_entry_date,current_effective_date,current_class,discount_sfha,discount_non_sfha,status,nfip_standing,community_assistance_visit,community_assistance_call,current_nfip_ordinance,nfip_ordinance_adoption,nfip_administrator_name
361590B,"KENMORE, VILLAGE OF",ERIE COUNTY,,06/07/19,(NSFHA),05/26/78,No,,,,,No,,,,,,,,,,,,,
360472#,"KENSINGTON, VILLAGE OF",NASSAU COUNTY,06/14/74,01/19/83,09/11/09,01/19/83,No,,,,,No,,,,,,,,,,,,,
360671#,"KENT, TOWN OF",PUTNAM COUNTY,04/12/74,09/04/86,03/04/13,09/04/86,No,,,,,No,,,,,,,,,,,,,
361075#,"KIANTONE, TOWN OF",CHAUTAUQUA COUNTY,10/18/74,04/01/83,02/02/96,04/01/83,No,,,,,No,,,,,,,,,,,,,
361321#,"KINDERHOOK, TOWN OF",COLUMBIA COUNTY,10/25/74,12/01/82,12/01/82,12/01/82,No,,,Yes,,No,,,,,,,,,,,,,
361048#,"KINDERHOOK, VILLAGE OF",COLUMBIA COUNTY,10/25/74,12/01/82,12/01/82,12/01/82,No,,,Yes,,No,,,,,,,,,,,,,
360473#,"KINGS POINT, VILLAGE OF",NASSAU COUNTY,06/21/74,07/05/83,09/11/09,07/05/83,No,,,,,No,,,,,,,,,,,,,
361235#,"KINGSBURY, TOWN OF",WASHINGTON COUNTY,11/01/74,09/07/79,09/07/79(M),09/07/79,No,,,,,No,,,,,,,,,,,,,
360858B,"KINGSTON, CITY OF",ULSTER COUNTY,05/17/74,05/01/85,11/18/16,05/01/85,No,,,Yes,,No,,,,,,,,,,,,,
361218B,"KINGSTON, TOWN OF",ULSTER COUNTY,10/20/74,08/27/82,11/18/16,08/27/82,No,,,,,No,,,,,,,,,,,,,
360531#,"KIRKLAND, TOWN OF",ONEIDA COUNTY,08/02/74,04/03/85,09/27/13,04/03/85,No,,,,,No,,,,,,,,,,,,,
360048#,"KIRKWOOD, TOWN OF",BROOME COUNTY,10/05/73,06/01/77,06/01/77,06/01/77,No,,,,,No,,,,,,,,,,,,,
361610#,"KIRYAS JOEL, VILLAGE OF",ORANGE COUNTY,11/01/84,04/15/02,08/03/09,06/14/02,No,,,,,No,,,,,,,,,,,,,
360011A,"KNOX, TOWNSHIP OF",ALBANY COUNTY,10/22/76,08/13/82,03/16/15(M),08/13/82,No,,,Yes,,No,,,,,,,,,,,,,
360205B,"KORTRIGHT, TOWN OF",DELAWARE COUNTY,06/28/74,05/15/85,06/16/16,05/15/85,No,,,,,No,,,,,,,,,,,,,
360247B,"LACKAWANNA, CITY OF",ERIE COUNTY,06/28/74,07/02/80,06/07/19,07/02/80,No,,,,,Yes,360247,5/1/2003,10/1/2015,10,0,0,R,,,,,,
361350#,"LACONA, VILLAGE OF",OSWEGO COUNTY,11/22/74,05/11/79,06/18/13,05/11/79,No,,,,,No,,,,,,,,,,,,,
360581A,"LAFAYETTE, TOWN OF",ONONDAGA COUNTY,08/02/74,04/03/85,11/04/16,04/03/85,No,,,,,No,,,,,,,,,,,,,
361011#,"LAGRANGE, TOWN OF",DUTCHESS COUNTY,11/01/74,09/28/79,05/02/12,09/28/79,No,,,Yes,,No,,,,,,,,,,,,,
360876#,"LAKE GEORGE, TOWN OF",WARREN COUNTY,08/02/74,04/30/86,08/16/96,04/30/86,No,,,Yes,,No,,,,,,,,,,,,,
360877#,"LAKE GEORGE, VILLAGE OF",WARREN COUNTY,04/12/74,06/22/84,09/29/96,06/22/84,No,,,Yes,,No,,,,,,,,,,,,,
361624#,"LAKE GROVE, VILLAGE OF",SUFFOLK COUNTY,,05/04/98,(NSFHA),05/12/08,No,,,,,No,,,,,,,,,,,,,
360878#,"LAKE LUZERNE, TOWN OF",WARREN COUNTY,01/07/77,05/01/84,05/01/84,05/01/84,No,,,,,No,,,,,,,,,,,,,
361492,"LAKE PLACID, VILLAGE OF",ESSEX COUNTY,11/15/74,,(NSFHA),06/30/76,No,,,Yes,,No,,,,,,,,,,,,,
361405,"LAKE PLEASANT, TOWN OF",HAMILTON COUNTY,01/24/75,,(NSFHA),02/14/85,No,,,,,No,,,,,,,,,,,,,
361582#,"LAKE SUCCESS, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),05/26/78,No,,,,,No,,,,,,,,,,,,,
360142#,"LAKEWOOD, VILLAGE OF",CHAUTAUQUA COUNTY,10/29/76,11/02/77,11/02/77,11/02/77,No,,,,,No,,,,,,,,,,,,,
360249B,"LANCASTER, TOWN OF",ERIE COUNTY,05/24/74,12/01/81,06/07/19,12/01/81,No,,,,,No,,,,,,,,,,,,,
360248B,"LANCASTER, VILLAGE OF",ERIE COUNTY,04/12/74,07/02/79,06/07/19,07/02/79,No,,,Yes,,No,,,,,,,,,,,,,
360852#,"LANSING, TOWN OF",TOMPKINS COUNTY,09/20/74,10/15/85,10/15/85,10/15/85,No,,,,,No,,,,,,,,,,,,,
361612#,"LANSING, VILLAGE OF",TOMPKINS COUNTY,,11/19/87,11/19/87,07/09/08,No,,,,,No,,,,,,,,,,,,,
361326#,"LAPEER, TOWN OF",CORTLAND COUNTY,02/28/75,07/20/84,03/02/10(M),07/20/84,No,,,,,No,,,,,,,,,,,,,
360915#,"LARCHMONT, VILLAGE OF",WESTCHESTER COUNTY,06/14/73,09/01/77,09/28/07,09/01/77,No,,,Yes,,No,,,,,,,,,,,,,
360474#,"LATTINGTOWN, VILLAGE OF",NASSAU COUNTY,05/17/74,09/01/78,09/11/09,09/01/78,No,,,,,No,,,,,,,,,,,,,
360475#,"LAUREL HOLLOW, VILLAGE OF",NASSAU COUNTY,06/28/74,01/06/83,09/11/09,01/06/83,No,,,,,No,,,,,,,,,,,,,
361419A,"LAURENS, TOWN OF",OTSEGO COUNTY,01/03/75,05/15/85,03/21/17(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
361351A,"LAURENS, VILLAGE OF",OTSEGO COUNTY,11/15/74,04/17/87,03/21/17(M),04/17/87,No,,,Yes,,No,,,,,,,,,,,,,
360702,"LAWRENCE, TOWN OF",ST. LAWRENCE COUNTY,09/20/74,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
360476#,"LAWRENCE, VILLAGE OF",NASSAU COUNTY,06/21/74,05/16/83,09/11/09,05/16/83,No,,,,,Yes,360476,10/1/1992,5/1/2013,10,0,0,R,,,,,,
360280#,"LE ROY, TOWN OF",GENESEE COUNTY,03/08/74,09/14/79,09/14/79(M),09/14/79,No,,,,,No,,,,,,,,,,,,,
360281#,"LE ROY, VILLAGE OF",GENESEE COUNTY,03/08/74,08/03/81,08/03/81,08/03/81,No,,,,,No,,,,,,,,,,,,,
360403,"LEBANON, TOWN OF",MADISON COUNTY,05/31/74,04/17/85,04/17/85(M),04/17/85,No,,,,,No,,,,,,,,,,,,,
360113#,"LEDYARD, TOWN OF",CAYUGA COUNTY,07/19/74,02/06/84,08/02/07,02/06/84,No,,,,,No,,,,,,,,,,,,,
360532#,"LEE, TOWN OF",ONEIDA COUNTY,06/28/74,06/05/85,09/27/13,06/05/85,No,,,,,No,,,,,,,,,,,,,
361285#,"LEICESTER, TOWN OF",LIVINGSTON COUNTY,10/18/74,01/20/82,01/20/82,01/20/82,No,,,,,No,,,,,,,,,,,,,
361456,"LEICESTER, VILLAGE OF",LIVINGSTON COUNTY,01/10/75,08/27/82,08/27/82(M),08/27/82,No,,,,,No,,,,,,,,,,,,,
360404#,"LENOX, TOWN OF",MADISON COUNTY,09/24/76,03/18/87,06/03/88,03/18/87,No,,,,,No,,,,,,,,,,,,,
360080#,"LEON, TOWN OF",CATTARAUGUS COUNTY,06/18/76,08/13/82,08/13/82(M),08/13/82,No,,,,,No,,,,,,,,,,,,,
360341#,"LERAY, TOWN OF",JEFFERSON COUNTY,06/28/74,07/03/85,01/08/14,07/03/85,No,,,,,No,,,,,,,,,,,,,
361152,"LEWIS, TOWN OF",ESSEX COUNTY,11/29/74,05/15/85,05/15/85(M),05/15/85,No,,,Yes,,No,,,,,,,,,,,,,
360368,"LEWIS, TOWN OF",LEWIS COUNTY,06/28/74,07/23/82,09/29/96,07/23/82,No,,,,,No,,,,,,,,,,,,,
361227#,"LEWISBORO, TOWN OF",WESTCHESTER COUNTY,11/01/74,03/09/84,09/28/07(M),03/09/84,No,,,,,No,,,,,,,,,,,,,
360502#,"LEWISTON, TOWN OF",NIAGARA COUNTY,04/12/74,06/18/80,09/17/10,06/18/80,No,,,Yes,,No,,,,,,,,,,,,,
360501,"LEWISTON, VILLAGE OF",NIAGARA COUNTY,03/19/76,,(NSFHA),07/06/84,No,,,,,No,,,,,,,,,,,,,
360294B,"LEXINGTON, TOWN OF",GREENE COUNTY,08/23/74,08/01/83,06/02/15,08/01/83,No,,,,,No,,,,,,,,,,,,,
360369,"LEYDEN, TOWN OF",LEWIS COUNTY,07/19/74,06/19/85,06/19/85(M),06/19/85,No,,,,,No,,,,,,,,,,,,,
360823B,"LIBERTY, TOWN OF",SULLIVAN COUNTY,06/21/74,06/05/85,08/17/15,06/05/85,No,,,,,No,,,,,,,,,,,,,
360824#,"LIBERTY, VILLAGE OF",SULLIVAN COUNTY,03/08/74,09/30/77,02/18/11,09/30/77,No,,,,,No,,,,,,,,,,,,,
361286,"LIMA, TOWN OF",LIVINGSTON COUNTY,01/03/75,12/23/83,12/23/83(M),12/23/83,No,,,,,No,,,,,,,,,,,,,
361457,"LIMA, VILLAGE OF",LIVINGSTON COUNTY,01/10/75,07/23/82,07/23/82(M),07/23/82,No,,,,,No,,,,,,,,,,,,,
360081#,"LIMESTONE, VILLAGE OF",CATTARAUGUS COUNTY,05/17/74,04/17/78,04/17/78,04/17/78,No,,,,,No,,,,,,,,,,,,,
361376#,"LINCKLAEN, TOWN OF",CHENANGO COUNTY,12/06/74,03/23/84,11/26/10(M),03/23/84,No,,,,,No,,,,,,,,,,,,,
360405,"LINCOLN, TOWN OF",MADISON COUNTY,04/12/74,09/04/85,09/04/85(M),09/04/85,No,,,,,No,,,,,,,,,,,,,
360798#,"LINDENHURST, VILLAGE OF",SUFFOLK COUNTY,11/09/73,08/15/77,09/25/09,08/15/77,No,,,,,No,,,,,,,,,,,,,
360778#,"LINDLEY, TOWN OF",STEUBEN COUNTY,06/21/74,08/01/80,08/01/80,08/01/80,No,,,,,No,,,,,,,,,,,,,
360703,"LISBON, TOWN OF",ST. LAWRENCE COUNTY,07/23/76,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
360049#,"LISLE, TOWN OF",BROOME COUNTY,02/15/74,01/06/84,08/20/02,01/06/84,No,,,,,No,,,,,,,,,,,,,
360050,"LISLE, VILLAGE OF",BROOME COUNTY,08/09/74,01/06/84,01/06/84(M),01/06/84,No,,,,,No,,,,,,,,,,,,,
360309#,"LITCHFIELD, TOWN OF",HERKIMER COUNTY,03/15/74,09/24/84,05/07/01,09/24/84,No,,,,,No,,,,,,,,,,,,,
360310#,"LITTLE FALLS, CITY OF",HERKIMER COUNTY,03/08/74,04/04/83,04/04/83,04/04/83,No,,,,,No,,,,,,,,,,,,,
360311#,"LITTLE FALLS, TOWN OF",HERKIMER COUNTY,04/05/74,03/28/80,03/28/80(M),03/28/80,No,,,,,No,,,,,,,,,,,,,
361066#,"LITTLE VALLEY, TOWN OF",CATTARAUGUS COUNTY,10/25/74,06/22/84,06/22/84(M),06/22/84,No,,,,,No,,,,,,,,,,,,,
360082#,"LITTLE VALLEY, VILLAGE OF",CATTARAUGUS COUNTY,05/31/74,02/01/78,02/01/78,02/01/78,No,,,,,No,,,,,,,,,,,,,
360582A,"LIVERPOOL, VILLAGE OF",ONONDAGA COUNTY,07/26/74,02/04/81,11/04/16,02/04/81,No,,,,,No,,,,,,,,,,,,,
360175,"LIVINGSTON, TOWN OF",COLUMBIA COUNTY,05/24/74,05/11/78,05/11/79(M),05/11/79,No,,,,,No,,,,,,,,,,,,,
360386#,"LIVONIA, TOWN OF",LIVINGSTON COUNTY,03/08/74,02/01/78,02/19/92,02/01/78,No,,,,,No,,,,,,,,,,,,,
361458,"LIVONIA, VILLAGE OF",LIVINGSTON COUNTY,01/10/75,06/01/88,06/01/88(L),06/01/88,No,,,,,No,,,,,,,,,,,,,
360799#,"LLOYD HARBOR, VILLAGE OF",SUFFOLK COUNTY,04/12/74,02/15/78,09/25/09,02/15/78,No,,,,,No,,,,,,,,,,,,,
361012#,"LLOYD, TOWN OF",ULSTER COUNTY,09/06/74,09/17/82,09/25/09,09/17/82,No,,,,,No,,,,,,,,,,,,,
360114#,"LOCKE, TOWN OF",CAYUGA COUNTY,05/31/74,06/11/76,08/02/07,11/04/83,No,,,,,No,,,,,,,,,,,,,
360503#,"LOCKPORT, CITY OF",NIAGARA COUNTY,03/15/74,02/04/81,09/17/10,02/04/81,No,,,,,No,,,,,,,,,,,,,
361013#,"LOCKPORT, TOWN OF",NIAGARA COUNTY,10/22/76,09/02/81,09/17/10,09/02/81,No,,,,,No,,,,,,,,,,,,,
360753#,"LODI, TOWN OF",SENECA COUNTY,07/26/74,01/15/88,01/15/88,01/15/88,No,,,,,No,,,,,,,,,,,,,
361603,"LODI, VILLAGE OF",SENECA COUNTY,07/23/82,,(NSFHA),07/23/82,No,,,,,No,,,,,,,,,,,,,
365338#,"LONG BEACH, CITY OF",NASSAU COUNTY,,03/05/71,09/11/09,06/30/72,No,,,Yes,Bronze Certified,Yes,365338,10/1/2009,5/1/2016,7,15,5,C,,,,,,
361406#,"LONG LAKE, TOWN OF",HAMILTON COUNTY,07/25/75,09/24/84,09/24/84(M),09/24/84,No,,,,,No,,,,,,,,,,,,,
361180,"LOUISVILLE, TOWN OF",ST. LAWRENCE COUNTY,12/13/74,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
361558#,"LOWVILLE, TOWN OF",LEWIS COUNTY,01/31/75,06/19/85,06/20/00,06/19/85,No,,,,,No,,,,,,,,,,,,,
360370#,"LOWVILLE, VILLAGE OF",LEWIS COUNTY,06/28/74,06/19/85,06/20/00,06/19/85,No,,,,,No,,,,,,,,,,,,,
360825#,"LUMBERLAND, TOWN OF",SULLIVAN COUNTY,09/13/74,02/27/84,02/18/11,02/27/84,No,,,Yes,,No,,,,,,,,,,,,,
360343#,"LYME, TOWN OF",JEFFERSON COUNTY,06/28/74,04/15/86,09/02/93,04/15/86,No,,,,,No,,,,,,,,,,,,,
360478#,"LYNBROOK, VILLAGE OF",NASSAU COUNTY,06/21/74,04/02/97,09/11/09,04/26/07,No,,,,,No,,,,,,,,,,,,,
360083#,"LYNDON, TOWN OF",CATTARAUGUS COUNTY,08/09/74,07/16/82,07/16/82(M),07/16/82,No,,,Yes,,No,,,,,,,,,,,,,
361459#,"LYNDONVILLE, VILLAGE OF",ORLEANS COUNTY,12/20/74,09/16/81,09/16/81,09/16/81,No,,,,,No,,,,,,,,,,,,,
361065,"LYONS FALLS, VILLAGE OF",LEWIS COUNTY,11/01/74,06/19/85,06/19/85(M),06/19/85,No,,,,,No,,,,,,,,,,,,,
361226#,"LYONS, TOWN OF",WAYNE COUNTY,12/20/74,09/07/79,09/07/79(M),09/07/79,No,,,,,No,,,,,,,,,,,,,
360891#,"LYONS, VILLAGE OF",WAYNE COUNTY,05/03/74,03/16/83,03/16/83,03/16/83,No,,,,,No,,,,,,,,,,,,,
360371,"LYONSDALE, TOWN OF",LEWIS COUNTY,08/16/74,06/19/85,06/19/85(M),06/19/85,No,,,,,No,,,,,,,,,,,,,
360583A,"LYSANDER, TOWN OF",ONONDAGA COUNTY,12/13/74,01/06/82,11/04/16,01/06/82,No,,,,,No,,,,,,,,,,,,,
361230#,"MACEDON, TOWN OF",WAYNE COUNTY,12/20/74,01/05/84,01/05/84,01/05/84,No,,,,,No,,,,,,,,,,,,,
360893#,"MACEDON, VILLAGE OF",WAYNE COUNTY,04/12/74,09/30/83,09/30/83,09/30/83,No,,,,,No,,,,,,,,,,,,,
360084#,"MACHIAS, TOWN OF",CATTARAUGUS COUNTY,10/18/74,08/20/82,08/20/82(M),08/20/82,No,,,,,No,,,,,,,,,,,,,
360704,"MACOMB, TOWN OF",ST. LAWRENCE COUNTY,09/13/74,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
361292#,"MADISON, TOWN OF",MADISON COUNTY,12/20/74,01/19/83,01/19/83,01/19/83,No,,,,,No,,,,,,,,,,,,,
361181,"MADRID, TOWN OF",ST. LAWRENCE COUNTY,11/01/74,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
360051#,"MAINE, TOWN OF",BROOME COUNTY,05/17/74,03/18/83,02/05/92,03/18/83,No,,,,,No,,,,,,,,,,,,,
360271,"MALONE, TOWN OF",FRANKLIN COUNTY,09/20/74,09/04/85,09/04/85(M),09/04/85,No,,,,,No,,,,,,,,,,,,,
360272#,"MALONE, VILLAGE OF",FRANKLIN COUNTY,04/05/74,04/03/78,04/03/78,04/03/78,No,,,,,No,,,,,,,,,,,,,
360720#,"MALTA, TOWN OF",SARATOGA COUNTY,10/18/74,03/01/84,08/16/95,03/01/84,No,,,,,No,,,,,,,,,,,,,
361633#,"MALVERNE, VILLAGE OF",NASSAU COUNTY,,04/02/97,09/11/09,11/28/97,No,,,,,No,,,,,,,,,,,,,
360826#,"MAMAKATING, TOWN OF",SULLIVAN COUNTY,11/26/76,09/24/84,02/18/11,09/24/84,No,,,,,No,,,,,,,,,,,,,
360917#,"MAMARONECK, TOWN OF",WESTCHESTER COUNTY,,06/15/79,09/28/07,06/15/79,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
360916#,"MAMARONECK, VILLAGE OF",WESTCHESTER COUNTY,09/14/73,12/01/77,09/28/07,12/01/77,No,,,Yes,,Yes,10/1/14,10/1/2014,1/7/1900,10,5,C,,,,,,,
361301,"MANCHESTER, TOWN OF",ONTARIO COUNTY,11/01/74,06/11/76,03/09/84(M),03/09/84,No,,,,,No,,,,,,,,,,,,,
361014,"MANCHESTER, VILLAGE OF",ONTARIO COUNTY,06/21/74,01/20/84,01/20/84(M),01/20/84,No,,,,,No,,,,,,,,,,,,,
360312,"MANHEIM, TOWN OF",HERKIMER COUNTY,03/08/74,05/01/85,05/01/85(M),05/01/85,No,,,,,No,,,,,,,,,,,,,
360584A,"MANLIUS, TOWN OF",ONONDAGA COUNTY,02/22/74,12/15/82,11/04/16,12/15/82,No,,,,,No,,,,,,,,,,,,,
360977A,"MANLIUS, VILLAGE OF",ONONDAGA COUNTY,08/02/74,09/29/78,11/04/16,09/29/78,No,,,,,No,,,,,,,,,,,,,
360479#,"MANORHAVEN, VILLAGE OF",NASSAU COUNTY,06/14/74,06/01/83,09/11/09,06/01/83,No,,,,,No,,,,,,,,,,,,,
360085,"MANSFIELD, TOWN OF",CATTARAUGUS COUNTY,05/31/74,05/25/84,05/25/84(M),05/25/84,No,,,,,No,,,,,,,,,,,,,
360183#,"MARATHON, VILLAGE OF",CORTLAND COUNTY,05/03/74,10/15/82,03/02/10,10/15/82,No,,,,,No,,,,,,,,,,,,,
361219B,"MARBLETOWN, TOWN OF",ULSTER COUNTY,09/20/74,10/22/82,11/18/16,10/22/82,No,,,Yes,,No,,,,,,,,,,,,,
360585A,"MARCELLUS, TOWN OF",ONONDAGA COUNTY,05/03/74,08/16/82,11/04/16,08/16/82,No,,,,,No,,,,,,,,,,,,,
360586A,"MARCELLUS, VILLAGE OF",ONONDAGA COUNTY,04/12/74,06/01/82,11/04/16,06/01/82,No,,,,,No,,,,,,,,,,,,,
360533#,"MARCY, TOWN OF",ONEIDA COUNTY,09/20/74,06/01/84,09/27/13,06/01/84,No,,,,,No,,,,,,,,,,,,,
360208B,"MARGARETVILLE, VILLAGE OF",DELAWARE COUNTY,05/31/74,06/04/90,06/16/16,06/04/90,No,,,,,Yes,360208,5/1/2015,5/1/2015,8,10,5,C,,,,,,
360250B,"MARILLA, TOWN OF",ERIE COUNTY,05/17/74,09/29/78,06/07/19,09/29/78,No,,,,,No,,,,,,,,,,,,,
361446,"MARION, TOWN OF",WAYNE COUNTY,01/17/75,07/01/88,07/01/88(L),07/01/88,No,,,,,No,,,,,,,,,,,,,
361220#,"MARLBOROUGH, TOWN OF",ULSTER COUNTY,12/06/74,12/05/84,09/25/09,12/05/84,No,,,,,No,,,,,,,,,,,,,
360534#,"MARSHALL, TOWN OF",ONEIDA COUNTY,08/02/74,09/30/82,09/27/13,09/30/82,No,,,,,No,,,,,,,,,,,,,
360372,"MARTINSBURG, TOWN OF",LEWIS COUNTY,06/28/74,06/19/85,06/19/85(M),06/19/85,No,,,,,No,,,,,,,,,,,,,
361272A,"MARYLAND, TOWN OF, Includes the Village of Schenevus.",OTSEGO COUNTY,10/18/74,06/03/86,03/21/17(M),06/03/86,No,,,,,No,,,,,,,,,,,,,
360206B,"MASONVILLE, TOWN OF",DELAWARE COUNTY,06/28/74,11/01/85,06/16/16,11/01/85,No,,,,,No,,,,,,,,,,,,,
360480#,"MASSAPEQUA PARK, VILLAGE OF",NASSAU COUNTY,06/21/74,01/19/83,09/11/09,01/19/83,No,,,,,No,,,,,,,,,,,,,
361182#,"MASSENA, TOWN OF",ST. LAWRENCE COUNTY,10/25/74,06/17/86,06/17/86(M),06/17/86,No,,,,,No,,,,,,,,,,,,,
360705#,"MASSENA, VILLAGE OF",ST. LAWRENCE COUNTY,03/08/74,11/05/80,11/05/80,11/05/80,No,,,,,No,,,,,,,,,,,,,
360678#,"MASTIC BEACH, VILLAGE OF",SUFFOLK COUNTY,,09/25/09,09/25/09,08/09/13,No,,,,,No,,,,,,,,,,,,,
360241#,"MAYBROOK, VILLAGE OF",ORANGE COUNTY,,08/03/09,08/03/09(M),08/03/09,No,,,Yes,,No,,,,,,,,,,,,,
361132,"MAYFIELD, TOWN OF",FULTON COUNTY,01/17/75,08/05/85,08/05/85(M),08/05/85,No,,,,,No,,,,,,,,,,,,,
361059#,"MAYVILLE, VILLAGE OF",CHAUTAUQUA COUNTY,08/23/74,01/05/78,01/05/78,01/05/78,No,,,,,No,,,,,,,,,,,,,
361377#,"MC DONOUGH, TOWN OF",CHENANGO COUNTY,01/31/75,06/05/85,11/26/10(M),06/05/85,No,,,,,No,,,,,,,,,,,,,
360184#,"MCGRAW, VILLAGE OF",CORTLAND COUNTY,03/29/74,12/01/82,03/02/10,12/01/82,No,,,,,No,,,,,,,,,,,,,
360721#,"MECHANICVILLE, CITY OF",SARATOGA COUNTY,04/05/74,01/05/84,08/16/95,01/05/84,No,,,,,No,,,,,,,,,,,,,
360644#,"MEDINA, VILLAGE OF",ORLEANS COUNTY,05/24/74,03/28/80,03/28/80(M),03/28/80,No,,,,,No,,,,,,,,,,,,,
360012A,"MENANDS, VILLAGE OF",ALBANY COUNTY,02/01/74,03/18/80,03/16/15,03/18/80,No,,,,,No,,,,,,,,,,,,,
360423#,"MENDON, TOWN OF",MONROE COUNTY,04/12/74,04/15/82,08/28/08,04/15/82,No,,,,,No,,,,,,,,,,,,,
360115#,"MENTZ, TOWN OF",CAYUGA COUNTY,05/03/74,07/17/78,08/02/07,07/17/78,No,,,,,No,,,,,,,,,,,,,
360207B,"MEREDITH, TOWN OF",DELAWARE COUNTY,06/28/74,05/15/85,06/16/16,05/15/85,No,,,,,No,,,,,,,,,,,,,
361520#,"MERIDIAN, VILLAGE OF",CAYUGA COUNTY,12/06/74,05/11/79,08/02/07,05/11/79,No,,,,,No,,,,,,,,,,,,,
360654#,"MEXICO, TOWN OF",OSWEGO COUNTY,11/15/74,10/15/81,06/18/13,10/15/81,No,,,,,No,,,,,,,,,,,,,
361460#,"MEXICO, VILLAGE OF",OSWEGO COUNTY,12/20/74,10/15/81,06/18/13,10/15/81,No,,,,,No,,,,,,,,,,,,,
360744#,"MIDDLEBURGH, TOWN OF",SCHOHARIE COUNTY,08/30/74,03/15/84,04/02/04,03/15/84,No,,,,,No,,,,,,,,,,,,,
361245#,"MIDDLEBURGH, VILLAGE OF",SCHOHARIE COUNTY,05/31/74,03/15/84,04/02/04,03/15/84,No,,,,,No,,,,,,,,,,,,,
361268A,"MIDDLEFIELD, TOWN OF",OTSEGO COUNTY,11/08/74,06/01/88,03/21/17,06/01/88,No,,,,,No,,,,,,,,,,,,,
360505#,"MIDDLEPORT, VILLAGE OF",NIAGARA COUNTY,05/31/74,08/01/83,09/17/10,08/01/83,No,,,,,No,,,,,,,,,,,,,
360960#,"MIDDLESEX, TOWN OF",YATES COUNTY,06/28/74,09/29/89,09/29/89,09/29/89,No,,,,,No,,,,,,,,,,,,,
360619#,"MIDDLETOWN, CITY OF",ORANGE COUNTY,05/31/74,03/02/83,08/03/09,03/02/83,No,,,,,No,,,,,,,,,,,,,
360209B,"MIDDLETOWN, TOWN OF",DELAWARE COUNTY,09/06/74,05/15/85,06/16/16,05/15/85,No,,,,,Yes,360209,5/1/2015,5/1/2015,7,15,5,C,,,,,,
360313,"MIDDLEVILLE, VILLAGE OF",HERKIMER COUNTY,05/17/74,07/03/85,07/03/85(M),07/03/85,No,,,,,No,,,,,,,,,,,,,
361339#,"MILAN, TOWN OF",DUTCHESS COUNTY,10/18/74,08/10/79,05/02/12(M),08/10/79,No,,,,,No,,,,,,,,,,,,,
361274A,"MILFORD, TOWN OF",OTSEGO COUNTY,12/13/74,05/19/87,03/21/17,05/19/87,No,,,,,No,,,,,,,,,,,,,
361352A,"MILFORD, VILLAGE OF",OTSEGO COUNTY,01/10/75,11/18/83,03/21/17(M),11/18/83,No,,,,,No,,,,,,,,,,,,,
360481#,"MILL NECK, VILLAGE OF",NASSAU COUNTY,03/08/74,10/18/83,09/11/09,10/18/83,No,,,,,No,,,,,,,,,,,,,
360219#,"MILLBROOK, VILLAGE OF",DUTCHESS COUNTY,05/31/74,02/27/84,05/02/12(M),02/27/84,No,,,,,No,,,,,,,,,,,,,
360220#,"MILLERTON, VILLAGE OF",DUTCHESS COUNTY,06/21/74,01/03/85,05/02/12,01/03/85,No,,,Yes,,No,,,,,,,,,,,,,
360155,"MILLPORT, VILLAGE OF",CHEMUNG COUNTY,08/09/74,06/15/88,06/15/88(M),06/15/88,No,,,,,No,,,,,,,,,,,,,
360961,"MILO, TOWN OF",YATES COUNTY,05/17/74,07/18/85,07/18/85(M),07/18/85,No,,,,,No,,,,,,,,,,,,,
360722#,"MILTON, TOWN OF",SARATOGA COUNTY,06/14/74,05/15/85,08/16/95,05/15/85,No,,,,,No,,,,,,,,,,,,,
361371#,"MINA, TOWN OF",CHAUTAUQUA COUNTY,01/03/75,06/08/84,01/02/03,06/08/84,No,,,,,No,,,,,,,,,,,,,
360451A,"MINDEN, TOWN OF",MONTGOMERY COUNTY,11/01/74,01/19/83,01/19/18,01/19/83,No,,,,,No,,,,,,,,,,,,,
361528,"MINEOLA, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),10/31/07,No,,,,,No,,,,,,,,,,,,,
361153#,"MINERVA, TOWN OF",ESSEX COUNTY,12/20/74,10/05/84,10/05/84(M),10/05/84,No,,,,,No,,,,,,,,,,,,,
361261#,"MINETTO, TOWN OF",OSWEGO COUNTY,11/22/74,09/30/81,06/18/13,09/30/81,No,,,Yes,,No,,,,,,,,,,,,,
360620#,"MINISINK, TOWN OF",ORANGE COUNTY,04/12/74,07/27/79,08/03/09,07/27/79,No,,,,,No,,,,,,,,,,,,,
361017A,"MINOA, VILLAGE OF",ONONDAGA COUNTY,06/28/74,09/02/82,11/04/16,09/02/82,No,,,Yes,,No,,,,,,,,,,,,,
360452A,"MOHAWK, TOWN OF",MONTGOMERY COUNTY,02/15/74,08/05/85,01/19/18,08/05/85,No,,,,,No,,,,,,,,,,,,,
